track_id,genre,filepath,track_title,artist_name,album_title,duration_seconds,date_created,best_d,best_p,best_q,best_aic,sigma2,best_ar1_coeff,relative_sigma2
148650,Classical,data/fma_small/148/148650.mp3,Duplex iii,Gavin Gamboa,Modus Futurus Posterus Machina,355,2016-12-31 09:08:34,1,2,4,-10595.373499518628,1.5149868797713512e-05,0.6571640809965404,0.007483096
52737,Classical,data/fma_small/052/052737.mp3,"Language, as a music: II. Argument",Benjamin Boretz,"Language, as a music: II. Argument",407,2011-08-19 15:13:04,1,5,5,-11642.520473138644,6.703681735356988e-06,0.7276073443432209,0.0037937302
65654,Classical,data/fma_small/065/065654.mp3,Variatio 28 a 2 Clav.,Kimiko Ishizaka,The Open Goldberg Variations,146,2012-05-29 17:07:02,0,5,5,-10114.70919556874,2.190282941767108e-05,1.6294789378649757,0.040766742
59053,Classical,data/fma_small/059/059053.mp3,"BWV 1114: Herr Jesu Christ, du höchstes Gut",James Kibbie,Bach Organ Works: Neumeister Chorales,158,2012-01-12 12:23:44,0,4,4,-14198.183225593972,9.27064145181028e-07,1.7692820763002508,0.01319812
120917,Classical,data/fma_small/120/120917.mp3,"L'elisir d'amore, Una furtiva lagrima (Donizetti)",MIT Symphony Orchestra,An Opera Evening,251,2015-06-06 11:35:05,0,3,5,-13534.527801979531,1.5576644319664834e-06,2.1383469114977407,0.0139202755
55956,Classical,data/fma_small/055/055956.mp3,Winter Mvt 1 Allegro non molto,John Harrison with the Wichita State University Chamber Players,The Four Seasons (Vivaldi),208,2011-11-03 14:50:44,0,2,5,-11593.078588456385,7.0002287716911685e-06,1.544073420497838,0.010986305
79911,Classical,data/fma_small/079/079911.mp3,Ravel - Menuet Sur Le Nom De Haydn,Felipe Sarro,Ravel,107,2013-03-06 22:00:34,0,3,4,-12002.632177152303,5.1135110004661946e-06,2.0753627884090435,0.011622651
48387,Classical,data/fma_small/048/048387.mp3,O Fortuna,MIT Concert Choir,Orff: Carmina Burana,148,2011-06-03 15:01:38,0,4,5,-14666.10113864746,6.4218257397224e-07,1.192900342141498,0.045686312
28119,Classical,data/fma_small/028/028119.mp3,"Alkan, 3me Suite, Op 31, 23 Assez vite",Felipe Sarro,"Alkan 25 Preludes, Alleluia",100,2010-04-09 16:27:32,0,2,3,-10372.894253908838,1.834379996847783e-05,0.9787894764137686,0.026875379
10026,Classical,data/fma_small/010/010026.mp3,"Sonata No. 1 in F Minor, Op. 2 No. 1 - I. Allegro",Daniel Veesey,Beethoven's Sonata No. 1 In F Minor,322,2009-04-06 08:54:58,1,3,4,-10066.099661850967,2.2838309100442084e-05,1.1221866400221114,0.012070135
47770,Classical,data/fma_small/047/047770.mp3,"Vincent Persichetti Piano Sonata No. 9, Mvt. II",Geoffrey Burleson,"Vincent Persichetti Piano Sonata No. 9, Mvt. II",110,2011-05-13 04:25:29,0,5,4,-13047.02196631321,2.242146226460126e-06,1.2316928420939752,0.01673103
143142,Classical,data/fma_small/143/143142.mp3,Childhood Memories,Julie Maxwell's Piano Music,Farther Than All The Stars,107,2016-09-14 19:15:39,0,3,3,-10490.002699043976,1.68439888391114e-05,1.1222492751554491,0.032753196
70463,Classical,data/fma_small/070/070463.mp3,Vivaldi - Credo: Crucifixus,Advent Chamber Orchestra,Selections from the December 2006 Concert,134,2012-09-27 16:55:49,0,4,4,-12156.81447808725,4.570160099850734e-06,1.559975507996969,0.022047019
36470,Classical,data/fma_small/036/036470.mp3,Offertory - Terra Tremuit,The Tudor Consort,Giovanni Animuccia: Missa Victimae Paschali Laudes,141,2010-09-29 02:26:38,0,5,4,-9599.028650086437,2.713102289624845e-05,1.6349322756254914,0.021258425
66701,Classical,data/fma_small/066/066701.mp3,"DVORAK - Two Waltzes, Op. 54",Musicians from Marlboro,"Selections, Summer 2012",451,2012-06-20 13:10:43,0,4,3,-12499.968501012494,3.4726718412522744e-06,1.1103846043447636,0.014479846
65675,Classical,data/fma_small/065/065675.mp3,Variatio 7 a 1 ovvero 2 Clav.,Kimiko Ishizaka,The Open Goldberg Variations,132,2012-05-29 17:07:22,0,3,3,-11456.451598924255,7.853741855326751e-06,0.9658765233590908,0.021284701
18822,Classical,data/fma_small/018/018822.mp3,Improvisation,Our Song,vosotros presents: the lazy susan,349,2009-09-16 22:16:26,1,5,4,-9309.169029871817,4.1504925635662954e-05,0.8291078725947725,0.017282147
48400,Classical,data/fma_small/048/048400.mp3,In taberna quando sumus,MIT Concert Choir,Orff: Carmina Burana,199,2011-06-03 15:01:51,0,4,4,-8272.59428984299,9.336543168835895e-05,1.5270206871443004,0.04132863
11750,Classical,data/fma_small/011/011750.mp3,Vivaldo's Spring from the Four Seasons-Allegro,Free Tim,Vivaldi's Spring from the Four Seasons,185,2009-04-30 11:24:54,1,5,4,-11607.96957910229,6.941273631239836e-06,0.8178919992134416,0.009569038
46642,Classical,data/fma_small/046/046642.mp3,Three Italian Songs (Caccini; Scarlatti; Tosti),Gardner Chamber Orchestra,"Selections, Spring 2011",549,2011-04-11 12:59:52,0,4,4,-10486.576076174117,1.6524575258621903e-05,1.459099002507915,0.021774806
113605,Classical,data/fma_small/113/113605.mp3,Black and White 12,Megatone,Black and White,200,2015-01-26 14:21:09,0,3,3,-9457.81314494555,3.758456511260028e-05,1.3804233315672612,0.015245095
48401,Classical,data/fma_small/048/048401.mp3,Amor volat undique,MIT Concert Choir,Orff: Carmina Burana,209,2011-06-03 15:01:52,0,5,4,-16068.05413989169,1.9425255903963805e-07,1.6883276148887354,0.007347502
65781,Classical,data/fma_small/065/065781.mp3,If,Peter Rudenko,15 Etudes,218,2012-05-30 16:24:42,0,5,3,-10820.248238463504,1.2745567319381418e-05,1.2257421789845926,0.011091368
82065,Classical,data/fma_small/082/082065.mp3,Prelude In D Minor,Linden Killam,Five Dollar Medicine,230,2013-04-05 12:01:44,0,5,5,-7004.9959114945295,0.0002470328206921,2.443323925778273,0.033716474
136087,Classical,data/fma_small/136/136087.mp3,Unknown theme,Janneh,Piano in the living room,132,2016-04-27 12:36:39,0,3,4,-10087.315253610352,2.0669992060528664e-05,2.1343227858784153,0.008824905
11431,Classical,data/fma_small/011/011431.mp3,"Sonata No. 13 in E Flat Major, Op. 27 No. 1 - III. Adagio con espressione",Daniel Veesey,Beethoven's Sonata No. 13 in E Flat Major,209,2009-04-23 12:42:35,0,2,3,-10815.297271738847,1.3133989038362071e-05,1.0484560251754436,0.022590717
31242,Classical,data/fma_small/031/031242.mp3,"Bach, Cantata, BWV 29, Sinfonia, Siloti transcription",Felipe Sarro,Bach: Original works and transcriptions,244,2010-06-10 18:19:19,1,3,4,-10517.976180233936,1.6203731243532876e-05,0.8092858492913043,0.00886332
65678,Classical,data/fma_small/065/065678.mp3,Variatio 4 a 1 Clav.,Kimiko Ishizaka,The Open Goldberg Variations,68,2012-05-29 17:07:28,0,5,5,-10122.777936926772,2.136633451564799e-05,2.634044964873073,0.030825188
17794,Classical,data/fma_small/017/017794.mp3,"Vaughan Williams: Selections from ""Songs of Travel""",Anton Belov,Live at the Gardner Museum's Tapestry Room,528,2009-08-06 12:24:05,1,3,5,-13307.194107020048,1.806236048101362e-06,0.7390333823153414,0.010863867
28103,Classical,data/fma_small/028/028103.mp3,"Alkan, 1ere Suite, Op 31, 7 Librement mais sans secousses",Felipe Sarro,"Alkan 25 Preludes, Alleluia",96,2010-04-09 15:59:39,1,4,4,-9899.88389088001,2.6107066588588043e-05,0.9899163215269816,0.021942124
66779,Classical,data/fma_small/066/066779.mp3,PORPORA - “Alto Giove” from Polifemo,"Rebel Baroque Orchestra; Derek Lee Ragin, countertenor","Selections, Summer 2012",297,2012-06-22 14:52:59,0,5,4,-11796.284162325035,5.959183643534162e-06,1.1056060324030654,0.013137497
31246,Classical,data/fma_small/031/031246.mp3,"Bach, Flute Sonata 2, BWV 1031, Siciliano, Siloti transcription",Felipe Sarro,Bach: Original works and transcriptions,216,2010-06-10 18:31:39,0,3,5,-12438.793283870118,3.6241195923963658e-06,2.332016677022599,0.023956666
59056,Classical,data/fma_small/059/059056.mp3,BWV 1117: Alle Menschen müssen sterben,James Kibbie,Bach Organ Works: Neumeister Chorales,120,2012-01-12 12:23:46,0,5,4,-13460.325406942178,1.6593958111509204e-06,2.0255507816669014,0.008761758
28120,Classical,data/fma_small/028/028120.mp3,"Alkan, 3me Suite, Op 31, 24 Etude de velocite, Prestissimo",Felipe Sarro,"Alkan 25 Preludes, Alleluia",221,2010-04-09 16:29:52,1,3,4,-10524.567329201618,1.61639727276487e-05,0.509058485695775,0.0226289
41957,Classical,data/fma_small/041/041957.mp3,Messe à 3 voix (Antonio Lotti),Les Petits Chanteurs de Montigny,Compilation classique,127,2011-01-07 14:15:42,1,3,4,-9233.186185842733,4.360538618206728e-05,0.4139737710988753,0.019301489
140941,Classical,data/fma_small/140/140941.mp3,Seven,Dexter Britain,Creative Commons Vol. 7,106,2016-08-03 06:29:00,0,4,5,-9687.045976278656,3.0815129050071074e-05,2.8430534605941675,0.023197902
70934,Classical,data/fma_small/070/070934.mp3,Winter Sun,Peter Rudenko,Incomplete,248,2012-10-13 13:06:35,0,3,4,-13242.07415268599,1.9693360665816013e-06,2.185890381870821,0.013221387
21530,Classical,data/fma_small/021/021530.mp3,Geese,Andrew Christopher Smith,"Wallace, for String Quartet",88,2009-11-30 08:38:48,0,5,5,-11793.061120269103,5.909958422479086e-06,2.5877713833050686,0.0110319145
59024,Classical,data/fma_small/059/059024.mp3,BWV 769a: Canonic Variations - 5. Canto fermo in canone,James Kibbie,Bach Organ Works: Chorale Variations,169,2012-01-12 12:13:41,0,5,4,-13268.174867082274,1.87875481869424e-06,1.3311450817974315,0.013173372
59061,Classical,data/fma_small/059/059061.mp3,"BWV deest (Emans 53): Der Tag, der ist so freudenreich / Ein Kindelein so löbelich",James Kibbie,Bach Organ Works: Rudorff Chorales,134,2012-01-12 12:32:25,0,4,5,-13587.490928663492,1.4853748519298505e-06,2.155109032377283,0.01758143
17781,Classical,data/fma_small/017/017781.mp3,Kreisler: Miniature Viennese March,Eroica Trio,Live at the Gardner Museum's Tapestry Room,211,2009-08-06 10:37:05,0,3,4,-11092.232733402434,1.0317123034468316e-05,2.128221143065857,0.015573916
48388,Classical,data/fma_small/048/048388.mp3,Fortune planto vulnera,MIT Concert Choir,Orff: Carmina Burana,169,2011-06-03 15:01:39,1,5,5,-14417.578878998453,7.624475121039576e-07,1.0381737969818068,0.00887248
79909,Classical,data/fma_small/079/079909.mp3,Ravel - Ma mere l'oye - 5: Le Jardin Feerique,Felipe Sarro,Ravel,245,2013-03-06 22:00:32,0,5,4,-13738.131126868351,1.3216478548593195e-06,2.1143911989084896,0.012161579
55952,Classical,data/fma_small/055/055952.mp3,Summer Mvt 3 Presto,John Harrison with the Wichita State University Chamber Players,The Four Seasons (Vivaldi),159,2011-11-03 14:50:41,0,5,4,-9948.164292406313,2.524630377685693e-05,1.638453809100219,0.030104421
10037,Classical,data/fma_small/010/010037.mp3,III. Tuileries Allegretto non troppo capriccioso,Skidmore College Orchestra,Mussorgsky's Pictures at an Exhibition,63,2009-04-06 11:59:45,0,3,5,-15985.645997077125,2.257029354860437e-07,1.9150991900531176,0.0065361857
41950,Classical,data/fma_small/041/041950.mp3,Ave Maria (Sylvain Zimmer),Les Petits Chanteurs de Montigny,Compilation classique,177,2011-01-07 14:15:36,1,2,4,-9560.844918691757,3.38254235144639e-05,0.4162209609502909,0.027379489
75894,Classical,data/fma_small/075/075894.mp3,Jellybeans,Jan Morgenstern,The Secret Number,66,2013-01-11 16:55:35,0,5,5,-9265.291034968428,4.2591226480770125e-05,1.8917599230876043,0.028436614
65792,Classical,data/fma_small/065/065792.mp3,Snowing,Peter Rudenko,15 Etudes,142,2012-05-30 16:24:50,1,4,5,-10694.377593052346,1.4057648091235046e-05,1.4794501694159328,0.007077998
59585,Classical,data/fma_small/059/059585.mp3,Búsqueda exploratoria #009 - Pandora.mp3,Circus Marcus,Búsquedas Exploratorias,208,2012-01-27 06:59:46,0,2,3,-9016.115438864474,5.305014740343879e-05,1.172458738061716,0.021969067
148646,Classical,data/fma_small/148/148646.mp3,Machinamentum Interruptus,Gavin Gamboa,Modus Futurus Posterus Machina,148,2016-12-31 09:08:29,0,4,4,-10821.033541368626,1.2680609557672813e-05,1.2723007158096633,0.025192713
11419,Classical,data/fma_small/011/011419.mp3,"Sonata No. 07 in D Major, Op. 10 No. 3 - IV. Rondo Allegro",Daniel Veesey,Beethoven's Sonata No. 7 in D Major,250,2009-04-23 11:11:15,1,4,5,-10688.297931399024,1.4118700137663565e-05,0.8925692709247369,0.006397717
143137,Classical,data/fma_small/143/143137.mp3,Mars Landscape: Moon Set,Julie Maxwell's Piano Music,Farther Than All The Stars,99,2016-09-14 19:15:32,0,3,4,-12415.235500522092,3.6573242061003497e-06,1.1293555045790702,0.028324302
37978,Classical,data/fma_small/037/037978.mp3,"De Falla, Ritual Fire Dance",Illinois Brass Band,Music to Summon the Spirits,209,2010-10-26 16:03:35,0,4,5,-11984.62373139528,5.175927404240488e-06,2.25619281767332,0.003346862
58877,Classical,data/fma_small/058/058877.mp3,"BWV 552,1: Prelude in E-Flat Major",James Kibbie,Bach Organ Works: Clavierübung III,567,2012-01-11 17:12:47,0,4,5,-11953.254600548884,4.6644929739171755e-06,1.3288816071272445,0.00605296
107514,Classical,data/fma_small/107/107514.mp3,Re,Lovira,Experiments,297,2014-07-23 06:09:39,0,1,4,-12077.159531641542,4.8227777741657515e-06,0.9478542973866638,0.0069248113
31236,Classical,data/fma_small/031/031236.mp3,"Bach, French Suite 4, BWV 815, 4 Gavotte",Felipe Sarro,Bach: Original works and transcriptions,103,2010-06-10 18:07:14,0,5,5,-11409.930740161872,8.009076985705926e-06,2.8309275642744387,0.02009179
75917,Classical,data/fma_small/075/075917.mp3,Daikaiju RA-BI-TO,Jan Morgenstern,Big Buck Bunny,80,2013-01-11 17:32:30,0,3,4,-12307.020606761636,4.0737503094098216e-06,1.9018960428564995,0.0129952505
143143,Classical,data/fma_small/143/143143.mp3,fallen skies,Julie Maxwell's Piano Music,Farther Than All The Stars,83,2016-09-14 19:15:40,0,3,3,-10368.14430533448,1.8317514314003845e-05,1.1104831484819777,0.024659963
11752,Classical,data/fma_small/011/011752.mp3,"Sonata in G Minor, ""Didone Abbandonata"" op.50 no.3 - II. Adagio dolente",Nathan Eckel,Muzio Clementi's Sonata in G Minor-Didone Abbandonata,315,2009-04-30 11:31:20,1,4,5,-11463.052307926191,7.615694667248304e-06,1.3771070634466975,0.012259179
149707,Classical,data/fma_small/149/149707.mp3,Camille Saint Saens - Carnaval des animaux - IV Tortues,Aitua,Carnaval des Animaux,98,2017-01-20 18:14:16,0,2,3,-8250.74590034773,9.508870018297846e-05,1.0498084788438204,0.05381375
91156,Classical,data/fma_small/091/091156.mp3,LOOK FOR THAT SILVER LINING/Jerome Kern,Jody Pou,Made in Blue outtakes unmastered,218,2013-09-23 09:07:52,0,3,4,-7542.377461620063,0.0001634187923933,1.8422235916183476,0.039217114
47771,Classical,data/fma_small/047/047771.mp3,Opening,Larry Polansky,Opening from Lonesome Road (Crawford Variations),95,2011-05-13 08:39:41,1,5,4,-13214.50069582476,1.9980685379890855e-06,0.7289267418097345,0.008172741
41951,Classical,data/fma_small/041/041951.mp3,Cantate Domino (Johann Crüger),Les Petits Chanteurs de Montigny,Compilation classique,103,2011-01-07 14:15:37,0,2,4,-10749.220159809463,1.3478715119825104e-05,1.1214794005180615,0.018217724
11397,Classical,data/fma_small/011/011397.mp3,"Sonata No. 05 in C Minor, Op. 10 No. 1 - II. Adagio molto",Daniel Veesey,Beethoven's Sonata No. 5 in C Minor,514,2009-04-23 10:30:42,0,5,5,-10980.833101917067,9.821617290698717e-06,2.0528718803426576,0.01754397
79902,Classical,data/fma_small/079/079902.mp3,"Ravel - Miroirs, III:  Une Barque Sur L'Océan",Felipe Sarro,Ravel,429,2013-03-06 22:00:26,1,1,4,-11216.952949361035,9.437032424021025e-06,0.7659669376896306,0.009779134
65669,Classical,data/fma_small/065/065669.mp3,Variatio 13 a 2 Clav.,Kimiko Ishizaka,The Open Goldberg Variations,254,2012-05-29 17:07:13,1,1,4,-11391.70821343932,8.178604860840947e-06,0.7586428477248242,0.023142459
65662,Classical,data/fma_small/065/065662.mp3,Variatio 20 a 2 Clav.,Kimiko Ishizaka,The Open Goldberg Variations,125,2012-05-29 17:07:08,0,3,4,-9643.604498642731,3.186587534714635e-05,1.7235362367826776,0.036993276
65664,Classical,data/fma_small/065/065664.mp3,Variatio 18 a 1 Clav. Canone alla Sexta,Kimiko Ishizaka,The Open Goldberg Variations,109,2012-05-29 17:07:09,0,3,5,-11666.202068091145,6.652902184255817e-06,2.3269332505920763,0.029441642
75897,Classical,data/fma_small/075/075897.mp3,Chasing Shadows,Jan Morgenstern,The Secret Number,78,2013-01-11 16:55:38,0,5,5,-10160.569335561711,2.1181120611161716e-05,1.3485576744688592,0.015507904
16985,Classical,data/fma_small/016/016985.mp3,"Debussy, Cloches a Travers les Feuilles",Irén Marik,Bartók in the Desert,241,2009-07-20 12:10:13,0,3,4,-12071.73993173406,4.829420835938681e-06,1.4863892951705786,0.00862948
65653,Classical,data/fma_small/065/065653.mp3,Variatio 29 a 1 ovvero 2 Clav.,Kimiko Ishizaka,The Open Goldberg Variations,129,2012-05-29 17:07:01,0,4,5,-10359.212014829664,1.8365133984458796e-05,1.8552872063430328,0.04413901
36461,Classical,data/fma_small/036/036461.mp3,Gloria in Excelsis Deo,The Tudor Consort,Giovanni Animuccia: Missa Victimae Paschali Laudes,362,2010-09-29 02:26:32,0,3,4,-11353.9335309929,8.515427484824383e-06,1.5408584694244627,0.014642283
149708,Classical,data/fma_small/149/149708.mp3,Camille Saint Saens - Carnaval des animaux - VII Aquarium,Aitua,Carnaval des Animaux,138,2017-01-20 18:14:16,0,3,5,-9335.670847804737,4.019370775534363e-05,2.315370682778523,0.025016414
12922,Classical,data/fma_small/012/012922.mp3,Elegy upon the death of Thomas Farmer (H. Purcell),Jody Pou,Baroque Song Recital,268,2009-05-14 18:34:58,0,3,3,-11178.749043930402,9.75828774749698e-06,1.0903689268254504,0.011173161
148643,Classical,data/fma_small/148/148643.mp3,Quadruplex i,Gavin Gamboa,Modus Futurus Posterus Machina,418,2016-12-31 09:08:26,1,1,4,-10004.984473912436,2.400523862419209e-05,0.4541466547018605,0.014524015
23152,Classical,data/fma_small/023/023152.mp3,Boum,Lee Maddeford,The Jugglers Suite,177,2010-01-08 14:31:12,1,3,4,-8114.487938275599,0.0001044127197485,0.915156657344233,0.016541705
37977,Classical,data/fma_small/037/037977.mp3,"Holst, Uranus",Illinois Brass Band,Music to Summon the Spirits,325,2010-10-26 16:03:34,1,2,4,-10403.654177402566,1.7647443687717597e-05,0.6944404597786105,0.013564479
145566,Classical,data/fma_small/145/145566.mp3,Galaxies Apart,Julie Maxwell's Piano Music,Lover's Quest,151,2016-10-31 11:03:55,0,5,5,-11882.291996819327,5.547784790455133e-06,2.4203013838101817,0.023716465
23141,Classical,data/fma_small/023/023141.mp3,The black hole,Lee Maddeford,An Astral Fable,241,2010-01-08 13:05:18,0,4,3,-8926.495709978115,5.5911284443758485e-05,1.0453940833422175,0.012551809
120923,Classical,data/fma_small/120/120923.mp3,"The Pearl Fishers, Pearl Fishers' Duet (Bizet)",MIT Symphony Orchestra,An Opera Evening,345,2015-06-06 11:35:10,0,4,5,-13849.712929943673,1.1892150007590215e-06,1.9124488143134144,0.013827013
75914,Classical,data/fma_small/075/075914.mp3,All Ears,Jan Morgenstern,Big Buck Bunny,90,2013-01-11 17:32:28,1,3,3,-10725.692577708534,1.377378512613027e-05,-0.2621478419247664,0.007421663
140946,Classical,data/fma_small/140/140946.mp3,Juncture,Dexter Britain,Creative Commons Vol. 7,216,2016-08-03 06:29:06,1,3,5,-11550.759436512655,7.111235230161976e-06,0.4937335147396155,0.004167537
11418,Classical,data/fma_small/011/011418.mp3,"Sonata No. 07 in D Major, Op. 10 No. 3 - III. Menuetto Allegro",Daniel Veesey,Beethoven's Sonata No. 7 in D Major,180,2009-04-23 11:11:13,0,3,4,-9635.66841594094,3.2080255786289804e-05,2.2331477690963086,0.016832992
27946,Classical,data/fma_small/027/027946.mp3,(g) There's Trouble In Paradise,Cooper-Moore,A Retrospective 1990-2010 (set 1),149,2010-04-06 11:18:30,0,2,4,-11115.692201756166,1.0252614283936764e-05,1.0471088422690005,0.015464945
107511,Classical,data/fma_small/107/107511.mp3,De sal de linguagem feita,Lovira,Experiments,119,2014-07-23 06:09:37,0,3,3,-10066.883682136762,2.3174721560860705e-05,1.2989182094953378,0.008422683
41954,Classical,data/fma_small/041/041954.mp3,Nocturnes (W.A. Mozart),Les Petits Chanteurs de Montigny,Compilation classique,150,2011-01-07 14:15:39,0,2,4,-10429.711064939209,1.7448074708629734e-05,1.037354068022221,0.018108219
125202,Classical,data/fma_small/125/125202.mp3,Remedy for Melancholy,Kai Engel,Idea,123,2015-09-19 10:55:58,0,3,5,-12086.481738303411,4.703273479071729e-06,2.602809327287146,0.043245308
59044,Classical,data/fma_small/059/059044.mp3,"BWV 1105: Jesu, meine Freude",James Kibbie,Bach Organ Works: Neumeister Chorales,99,2012-01-12 12:23:37,0,1,4,-11614.982817630458,6.87201188406157e-06,0.973546067917178,0.0066621318
58157,Classical,data/fma_small/058/058157.mp3,be'afar ha'mechakeh be'dumiyah,Ophir Ilzetzki,Ophir Ilzetzki - Unpublished Few (2003 - 2008),347,2011-12-29 21:15:07,0,5,3,-15105.852745311313,4.528216095352075e-07,0.7104094927878307,0.009936043
120913,Classical,data/fma_small/120/120913.mp3,"The Merry Wives of Windsor, Overture (Nicolai)",MIT Symphony Orchestra,An Opera Evening,503,2015-06-06 11:35:01,1,4,4,-10715.803789902307,1.3742334292194832e-05,0.9258893609007628,0.011401884
75716,Classical,data/fma_small/075/075716.mp3,Gnossienne 3,Chad Crouch,Vol 4: Satie: Rearranged Furniture Music,146,2013-01-10 13:08:00,0,2,3,-8937.595859857343,5.44250677393946e-05,0.7139457629712105,0.010596441
75704,Classical,data/fma_small/075/075704.mp3,Gymnopedie 1,Chad Crouch,Vol 4: Satie: Rearranged Furniture Music,272,2013-01-10 13:03:43,0,5,4,-8730.233811081358,6.536279705686315e-05,1.3029903878372338,0.030977054
34313,Classical,data/fma_small/034/034313.mp3,William Byrd - Civitas Sancti Tui,The Tudor Consort,Live in Concert,290,2010-08-19 18:31:08,1,1,4,-12475.507239433891,3.5003372691430077e-06,0.6806082981977453,0.009192059
19332,Classical,data/fma_small/019/019332.mp3,"Lontana, dolcemente sospesa",Fabrizio Paterlini,Viandanze (EP),218,2009-10-01 05:56:31,0,3,4,-12618.485248252826,2.962592263199625e-06,1.949902661079275,0.010267674
48403,Classical,data/fma_small/048/048403.mp3,Stetit puella,MIT Concert Choir,Orff: Carmina Burana,129,2011-06-03 15:01:54,0,3,5,-14786.744350873429,5.894558239439272e-07,2.1579219188537375,0.015477376
